name,ages,location,id,desc,detail_url,total_open,age_description,time_range_landing_page,date_range_start,date_range_end,date_range,time_range,number,days_of_week
Camp Ottawa Adventure,At least 6 but less than 8,Greenboro Cmty Centre,73069,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73069,40,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,78476,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Greenboro Cmty Centre,73070,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73070,40,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,78477,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Greenboro Cmty Centre,73071,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73071,40,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,78478,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Greenboro Cmty Centre,73072,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73072,40,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,78479,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Greenboro Cmty Centre,73074,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73074,40,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,78481,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Manotick Cmty Centre,73075,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73075,26,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,78482,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Carleton Heights Cmty Ctr,73237,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73237,28,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,78644,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Carleton Heights Cmty Ctr,73238,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73238,28,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,78645,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Carleton Heights Cmty Ctr,73239,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73239,28,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,78646,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Carleton Heights Cmty Ctr,73240,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73240,28,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,78647,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Carleton Heights Cmty Ctr,73241,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73241,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,78648,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Carleton Heights Cmty Ctr,73242,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73242,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,78649,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Carleton Heights Cmty Ctr,73243,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73243,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,78650,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Carleton Heights Cmty Ctr,73244,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73244,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,78651,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Greenboro Cmty Centre,73649,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73649,50,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,79056,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 5 but less than 8,Metcalfe Cmty Centre,71505,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71505,30,"Age at least 5 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,76912,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 5 but less than 8,Metcalfe Cmty Centre,71512,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71512,30,"Age at least 5 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,76919,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 5 but less than 8,Metcalfe Cmty Centre,71513,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71513,30,"Age at least 5 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,76920,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 5 but less than 8,Metcalfe Cmty Centre,71514,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71514,30,"Age at least 5 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,76921,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 5 but less than 8,Metcalfe Cmty Centre,71515,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71515,30,"Age at least 5 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,76922,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 5 but less than 8,Metcalfe Cmty Centre,71508,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71508,30,"Age at least 5 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,76915,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 5 but less than 8,Metcalfe Cmty Centre,71509,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71509,30,"Age at least 5 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,76916,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 5 but less than 8,Metcalfe Cmty Centre,71510,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71510,30,"Age at least 5 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,76917,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Greely Cmty Centre,71028,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71028,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,76435,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Greely Cmty Centre,71032,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71032,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,76439,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Greely Cmty Centre,71033,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71033,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,76440,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Greely Cmty Centre,71042,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71042,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,76449,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Greely Cmty Centre,71044,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71044,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,76451,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Greely Cmty Centre,71045,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71045,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,76452,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Greely Cmty Centre,71047,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71047,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,76454,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Greely Cmty Centre,71049,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71049,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,76456,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Greely Cmty Centre,71050,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/71050,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,76457,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Greenboro Cmty Centre,70726,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/70726,40,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,76133,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Pat Clark Cmty Centre,69163,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/69163,25,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,74570,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 9,Tony Graham Rec Complex-Kanata,68746,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/68746,16,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,74153,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 9,Tony Graham Rec Complex-Kanata,68748,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/68748,16,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,74155,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 9,Tony Graham Rec Complex-Kanata,68750,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/68750,16,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,74157,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 9,Tony Graham Rec Complex-Kanata,68752,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/68752,16,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,74159,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 9,Tony Graham Rec Complex-Kanata,68754,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/68754,16,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,74161,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 9,Tony Graham Rec Complex-Kanata,68756,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/68756,16,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,74163,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 9,Tony Graham Rec Complex-Kanata,68759,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/68759,16,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,74166,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 9,Tony Graham Rec Complex-Kanata,68761,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/68761,16,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,74168,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 9,Tony Graham Rec Complex-Kanata,68763,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/68763,16,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,74170,"Mon,Tue,Wed,Thu,Fri"
